Time,C1,Trigs,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,TimeB,C1B,TrigsB,C3B,C4B,C5B,C6B,C7B,C8B,C9B,C10B,C11B,C12B,C13B
177.84,499930,768,49946,-517560,-1597404,-6189912,-820711,-6128453,400405,-340623,318534,-425593,191906,177.75,144815,770,-177402,-820791,-2038996,-6665489,-1265079,-6658592,334234,-694487,-53312,-576053,170538
177.84,497764,768,48508,-517288,-1571545,-6150066,-800340,-6080160,394518,-335767,321634,-437295,188014,177.76,334474,770,-51511,-654319,-1811591,-6424138,-1034553,-6398486,374571,-503251,149012,-486105,185263
177.84,515179,768,56980,-502634,-1535911,-6105395,-769591,-6026153,394887,-320707,333339,-436488,187191,177.76,490897,770,47097,-515654,-1595161,-6184051,-820951,-6131113,400284,-343535,315609,-426238,192345
177.84,529361,768,65096,-489599,-1503029,-6063356,-742713,-5973326,394839,-304447,346179,-435889,186760,177.76,487730,770,44901,-512102,-1571285,-6146736,-799603,-6079411,394665,-338752,313998,-436788,188556
177.85,345465,768,-53985,-647484,-1714949,-6288358,-957727,-6216782,355876,-485877,153647,-521215,172152,177.76,499595,770,55986,-498121,-1537847,-6102600,-768681,-6022935,395152,-321852,328391,-435497,187931
177.85,224296,768,-132715,-756493,-1882147,-6473995,-1122734,-6420115,334506,-614127,22425,-569710,165845,177.76,519375,770,67065,-481033,-1505555,-6058872,-737529,-5973953,397713,-301615,347932,-431238,188378
177.85,194276,768,-148351,-781677,-1942019,-6549908,-1177737,-6509426,335786,-644450,-6592,-568781,168695,177.77,381003,770,-23347,-600721,-1659710,-6218004,-894771,-6139333,365940,-437746,203280,-502161,175927
211.77,512346,768,71268,-469691,-1402829,-5848258,-717041,-5777798,378947,-288713,356668,-330361,168272,211.68,487792,770,55919,-498569,-1462734,-5939695,-774230,-5884359,378202,-324155,337209,-331924,169874
211.77,440333,768,25945,-527125,-1471218,-5911213,-786177,-5840627,361740,-354503,287310,-367542,161042,211.68,487451,770,57100,-493912,-1438975,-5905850,-755658,-5840707,375786,-316780,336724,-337156,167937
211.77,260242,768,-91968,-685967,-1705445,-6167155,-1019912,-6121595,327829,-539661,92992,-444841,149676,211.69,511320,770,72767,-472500,-1400045,-5850906,-716554,-5777362,379017,-290593,358528,-330829,168350
211.77,202424,768,-125163,-737008,-1803666,-6286112,-1114757,-6260815,323278,-603496,31352,-456905,150538,211.69,443372,770,28441,-533248,-1465909,-5915467,-788028,-5840969,361756,-356210,284047,-368021,161217
211.77,189596,768,-132322,-750133,-1839647,-6333224,-1146014,-6319497,323614,-619494,17927,-455263,151847,211.69,259448,770,-88396,-689882,-1702549,-6171009,-1022529,-6121455,327443,-544375,88845,-445981,149899
211.78,157899,768,-155025,-783514,-1895127,-6404308,-1199842,-6402489,318659,-655742,-15867,-466056,150758,211.69,203076,770,-120027,-739057,-1803425,-6288244,-1114917,-6258548,323071,-606428,29522,-458152,150753
211.78,199911,768,-126306,-749917,-1861510,-6375495,-1162525,-6375239,330413,-618129,27680,-441197,156008,211.69,192696,770,-128832,-754044,-1832940,-6329736,-1144698,-6310942,322571,-622512,14770,-459315,151430
211.78,388524,768,-6325,-584494,-1628766,-6120760,-925312,-6096944,367394,-424646,230100,-358263,168760,211.7,169593,770,-146731,-776735,-1882961,-6389882,-1188355,-6381238,319369,-649331,-8671,-465461,150967
211.78,493191,768,61626,-488967,-1465912,-5936311,-768986,-5887520,381872,-309498,343769,-323394,171609,211.7,199137,770,-124680,-749400,-1857377,-6374712,-1161479,-6370208,330186,-618930,29152,-440762,156108
211.78,489085,768,58471,-490033,-1451465,-5908903,-757412,-5847868,376919,-311875,337988,-333783,168467,211.7,391050,770,-1065,-584458,-1621480,-6118080,-922285,-6088058,367338,-425549,232325,-356302,169361
211.79,503783,768,68347,-474697,-1415551,-5863133,-726968,-5794176,378009,-294021,351892,-331954,168159,211.7,490447,770,64619,-491389,-1464060,-5935323,-768795,-5881383,381678,-314058,347113,-322437,171999
211.79,489749,768,57174,-486867,-1419243,-5856827,-735533,-5783479,371987,-308758,333730,-344828,165178,211.7,485023,770,60625,-492944,-1446928,-5906998,-757675,-5846637,376720,-314586,340192,-333584,168812
211.79,304630,768,-63970,-647651,-1651311,-6105762,-967584,-6055035,334654,-498133,129369,-429434,152098,211.71,502064,770,70133,-479409,-1416140,-5863337,-729845,-5795246,377474,-298794,352070,-333379,168382
211.79,204257,768,-127145,-739178,-1804093,-6284001,-1117860,-6253675,320717,-607540,21684,-463770,149149,211.71,482590,770,56715,-495001,-1422874,-5860674,-741059,-5789031,370858,-314475,333902,-348436,165112
211.79,196982,768,-131046,-747840,-1837790,-6328967,-1145566,-6307773,322809,-618201,15382,-459122,151127,211.71,302554,770,-62408,-652547,-1651337,-6106787,-968680,-6055835,334477,-502367,135844,-430546,151856
211.79,176065,768,-149347,-771601,-1883420,-6388707,-1187939,-6374988,320074,-642906,-7797,-464526,151020,211.71,201538,770,-124749,-742606,-1803393,-6282015,-1117263,-6251309,320726,-609830,24717,-463250,149316
211.8,170408,768,-154415,-783260,-1904414,-6420521,-1207223,-6413932,320494,-652729,-15654,-461875,151851,211.71,195063,770,-129571,-751125,-1834807,-6326549,-1144503,-6305611,322883,-620966,17082,-458634,151369
211.8,351430,768,-35231,-625244,-1686494,-6188201,-986398,-6161796,358486,-470748,178697,-376039,165851,211.71,171672,770,-145459,-770659,-1874684,-6376112,-1182225,-6364706,319300,-646299,-6155,-465404,150653
211.8,497982,768,61808,-492771,-1477795,-5953545,-780578,-5901322,383126,-313407,336957,-319032,172780,211.72,165224,770,-151085,-779907,-1904359,-6417298,-1205801,-6413778,320736,-656442,-13050,-462141,152097
211.8,500617,768,60246,-490894,-1449672,-5914444,-758689,-5851276,377853,-305755,336996,-330980,169171,211.72,346500,770,-33732,-621663,-1682984,-6185435,-985266,-6164433,358674,-475215,179683,-377749,166278
211.8,514846,768,69857,-477662,-1418425,-5868775,-729388,-5797248,378525,-289358,349901,-331019,168758,211.72,494332,770,60776,-491440,-1473954,-5949538,-777586,-5902000,383704,-316094,341884,-321053,173263
211.81,518122,768,75426,-468098,-1389329,-5830980,-703746,-5749939,377928,-278776,359634,-333001,167755,211.72,492933,770,59930,-489105,-1447843,-5911188,-757308,-5852360,378254,-310261,339964,-332123,169581
211.81,348979,768,-36999,-615158,-1592729,-6045546,-908883,-5978398,341832,-450006,178861,-413299,154105,211.72,503342,770,68322,-475794,-1416079,-5866076,-729036,-5798117,378812,-294384,352218,-331149,169003
211.81,210181,768,-128551,-742696,-1792602,-6269304,-1106086,-6227372,318316,-600462,24532,-466900,147454,211.73,510847,770,75281,-465617,-1388208,-5827176,-705228,-5750772,378433,-282701,357461,-331041,168037
211.81,198446,768,-134868,-753932,-1830343,-6321391,-1139398,-6290309,321084,-615403,13741,-460510,150563,211.73,343736,770,-36180,-610587,-1589699,-6042652,-911787,-5982708,342235,-454838,177838,-411258,154558
211.81,171669,768,-150869,-776720,-1877251,-6380334,-1181510,-6360800,318866,-640428,-7813,-465091,150318,211.73,203981,770,-127552,-737456,-1791848,-6267027,-1108192,-6234078,318546,-605936,23731,-465721,147968
211.82,163964,768,-158256,-786731,-1905056,-6420468,-1206817,-6413543,320317,-654193,-16293,-462948,151725,211.73,194019,770,-132088,-748275,-1829809,-6318301,-1141429,-6299457,321357,-621206,13526,-460169,150756
211.82,299213,768,-68699,-669023,-1744701,-6253274,-1043655,-6232468,349659,-517617,126845,-398278,163219,211.73,182988,770,-140350,-759307,-1855942,-6353438,-1164867,-6341296,320945,-633065,5763,-461620,150974
211.82,471421,768,40840,-517904,-1517219,-5997789,-816364,-5950014,380162,-340656,309761,-328305,172465,211.74,149391,770,-161773,-790444,-1914487,-6425625,-1218591,-6424337,316773,-668958,-28014,-471724,150382
211.82,490783,768,53340,-498326,-1461174,-5928410,-767097,-5863025,377424,-316129,328490,-332486,169258,211.74,296028,770,-64059,-662197,-1745120,-6251567,-1046111,-6237262,349685,-525815,128595,-398317,163568
211.82,501194,768,59917,-485649,-1431019,-5885492,-739281,-5811663,377409,-301957,339918,-332336,168711,211.74,466790,770,46543,-511801,-1512317,-5996006,-817873,-5953074,380199,-350383,310717,-328571,173011
211.83,524396,768,76126,-463342,-1388163,-5830052,-699337,-5746147,380377,-275372,363700,-325670,169121,211.74,489446,770,56083,-492686,-1459900,-5926535,-767141,-5871795,377762,-322709,330894,-332265,169850
211.83,395518,768,-11206,-578374,-1532050,-5980083,-849190,-5905126,350942,-400926,225674,-390192,157483,211.74,501134,770,62658,-482022,-1426277,-5883685,-740768,-5819783,377862,-308255,339295,-332142,168867
211.83,230783,768,-118770,-724962,-1757558,-6228991,-1071945,-6180429,321393,-575587,42579,-458747,148066,211.75,521256,770,78623,-459031,-1383727,-5828942,-700539,-5755560,380807,-281774,362179,-326776,169426
211.83,203694,768,-131743,-747267,-1817769,-6301673,-1124848,-6268770,322687,-606169,17460,-457992,150689,211.75,388442,770,-6996,-571727,-1530229,-5978838,-852139,-5914667,351102,-409403,224271,-392898,157528
211.83,185155,768,-144341,-765082,-1861179,-6356176,-1163824,-6333747,320835,-627644,-2264,-461204,150680,211.75,222062,770,-113230,-717301,-1753112,-6224950,-1073093,-6186983,321654,-580842,46232,-461043,148253
211.84,152287,768,-165627,-798373,-1919985,-6429312,-1217841,-6417875,316101,-666078,-33978,-470480,149907,211.75,198200,770,-126215,-742528,-1812857,-6299523,-1125817,-6273184,322732,-611880,21565,-459449,150958
211.84,296722,768,-67123,-670240,-1750795,-6253889,-1049035,-6233719,349390,-519140,124843,-396448,162956,211.75,179580,770,-138576,-761726,-1851196,-6353047,-1162357,-6337112,321510,-633049,2469,-461338,151236
211.84,425572,768,16743,-553419,-1575378,-6061227,-873038,-6020918,373323,-380989,267236,-340905,170528,211.76,160324,770,-153614,-783418,-1892681,-6404739,-1199583,-6398088,318509,-658941,-19607,-467513,150699
211.84,488786,768,52613,-499740,-1473098,-5937445,-774886,-5878903,377783,-315824,330664,-329506,169545,211.76,251345,770,-95438,-707536,-1804756,-6315108,-1104071,-6306948,340198,-573005,76845,-418889,159736
211.84,487559,768,54561,-496424,-1449025,-5905021,-758309,-5841037,375079,-311625,331720,-335282,167811,211.76,434550,770,21091,-548933,-1568776,-6058078,-869069,-6025750,373805,-385910,271366,-342078,170874
211.85,511690,768,70146,-473336,-1407370,-5850356,-718953,-5777266,378175,-285648,351416,-329487,168277,211.76,491743,770,54290,-495874,-1468885,-5936277,-773500,-5884757,378098,-320360,334621,-330212,169947
211.85,447488,768,26537,-530548,-1472274,-5911892,-786419,-5837144,361223,-350113,282245,-367696,160946,211.76,491687,770,54820,-492113,-1447150,-5903833,-756361,-5843416,375870,-315820,334256,-336510,167990
245.76,385389,768,10486,-570831,-1534728,-5953125,-890679,-5865087,356220,-407135,247399,-363791,154407,245.68,193341,770,-117955,-736892,-1761512,-6188746,-1124585,-6109438,313722,-609519,28619,-459920,137517
245.76,493659,768,79395,-476090,-1381873,-5779239,-740087,-5671797,374013,-291839,363482,-323179,159498,245.68,179379,770,-127637,-752822,-1793168,-6229735,-1153321,-6157149,312300,-630272,13399,-462959,137436
245.77,492794,768,78703,-473132,-1350707,-5734275,-712892,-5616340,369167,-283727,364897,-333039,155988,245.68,341211,770,-18774,-609375,-1593055,-6018536,-950712,-5931292,347452,-460307,194055,-383494,151144
245.77,503761,768,86523,-461059,-1323511,-5694180,-688061,-5564431,369242,-269648,369311,-333714,155320,245.68,493336,770,78557,-474985,-1380236,-5778245,-739547,-5664924,373627,-299256,357418,-322807,158644
245.77,519402,768,96382,-445568,-1289295,-5647065,-656221,-5509728,370790,-250933,384464,-330449,155055,245.69,492579,770,80514,-467830,-1347042,-5733446,-715098,-5607517,368797,-291166,360000,-332433,154877
245.77,370860,768,-1956,-574187,-1467688,-5836841,-837072,-5711753,338496,-402711,223340,-402657,142326,245.69,502898,770,88020,-456603,-1318225,-5692773,-689458,-5557691,369260,-278971,368652,-331701,154389
245.77,226093,768,-95803,-706119,-1673869,-6067761,-1039394,-5966493,313283,-558326,64526,-460534,134858,245.69,518923,770,99814,-441477,-1286053,-5646831,-657821,-5504390,370387,-259761,382882,-329612,154383
245.78,213785,768,-100922,-715976,-1713603,-6122556,-1074314,-6035187,316291,-573567,56233,-455014,137783,245.69,370017,770,282,-572126,-1466577,-5835251,-842762,-5708763,337240,-413156,218360,-404477,141397
245.78,193453,768,-113971,-735041,-1755176,-6175504,-1111997,-6098843,314506,-597830,36854,-458768,137972,245.69,223367,770,-93455,-701826,-1673620,-6065853,-1045209,-5965313,312137,-570034,60027,-462951,133810
245.78,169756,768,-126708,-753640,-1793407,-6228231,-1148904,-6162690,313464,-619092,20293,-461505,138345,245.7,213459,770,-99595,-712739,-1712857,-6119299,-1080265,-6033032,314859,-586453,49501,-457492,136634
245.78,332729,768,-18473,-611149,-1598007,-6020390,-952082,-5937901,348679,-451613,197021,-382256,151636,245.7,196483,770,-111772,-730782,-1752369,-6171802,-1116599,-6095406,313204,-612683,28402,-460680,136717
245.78,485861,768,81037,-476324,-1381668,-5778915,-739422,-5670982,374523,-290040,362273,-321397,159624,245.7,177699,770,-124790,-750267,-1792250,-6224744,-1153288,-6160620,311970,-631830,12237,-462609,137090
245.79,482083,768,78051,-476567,-1364338,-5748570,-724412,-5631427,369174,-286921,359396,-331858,155803,245.7,296430,770,-45747,-647198,-1651121,-6078714,-1009335,-6007061,338729,-509730,142097,-401740,147707
245.79,487733,768,80342,-468951,-1338307,-5713603,-704454,-5586124,367980,-279759,361669,-334764,154549,245.7,464697,770,62830,-498922,-1424351,-5826728,-783400,-5729046,369042,-331528,325171,-331980,157527
245.79,511425,768,97288,-447242,-1297172,-5659011,-664891,-5524158,371071,-255461,382865,-328091,155253,245.71,488156,770,76401,-474929,-1359290,-5747574,-725428,-5632618,367961,-298184,351757,-333920,155010
245.79,413233,768,30870,-532125,-1406801,-5769779,-777633,-5640295,347780,-353986,274299,-380636,145620,245.71,494270,770,81241,-468143,-1336676,-5713252,-705811,-5589921,366728,-290113,354160,-338149,153822
245.79,246644,768,-78272,-678168,-1631782,-6018511,-1001083,-5914887,317654,-532901,93649,-450385,135790,245.71,521497,770,98704,-444911,-1292777,-5656071,-665157,-5522800,370287,-261676,379033,-330700,154666
245.79,218396,768,-94786,-705028,-1697400,-6100313,-1061101,-6013703,317829,-568224,63125,-450355,138126,245.71,417309,770,30190,-533699,-1408543,-5770683,-781363,-5644142,346217,-363947,267570,-383850,144792
245.8,205886,768,-102965,-718592,-1731617,-6147443,-1093390,-6070492,317415,-585535,50988,-450664,139040,245.71,252290,770,-75880,-678423,-1631016,-6017061,-1002896,-5914538,316362,-537773,88650,-451607,135337
245.8,170184,768,-126034,-752029,-1789598,-6218751,-1148528,-6153944,311995,-623245,15759,-462135,137612,245.71,224717,770,-94359,-707244,-1696043,-6099283,-1063733,-6014844,316344,-575120,58832,-452369,137534
245.8,286106,768,-45975,-647678,-1655106,-6080483,-1009712,-6008805,339790,-502077,146603,-400183,149069,245.72,208363,770,-104602,-720933,-1731231,-6146044,-1094070,-6071860,316232,-591920,47592,-452833,138475
245.8,456158,768,64163,-498893,-1426660,-5824850,-781241,-5726996,370300,-321917,328947,-329994,158812,245.72,176528,770,-126226,-751975,-1787062,-6216890,-1146531,-6154997,311429,-625724,14736,-463518,137253
245.8,487360,768,81021,-469078,-1363038,-5746257,-721781,-5632525,370878,-287906,361574,-326998,156906,245.72,294570,770,-45708,-649260,-1651797,-6080365,-1007493,-6010098,338712,-504556,144031,-401671,148353
245.81,485796,768,78524,-471352,-1347487,-5720464,-710404,-5597169,366896,-285119,358435,-336366,154680,245.72,425326,770,40062,-534852,-1478066,-5888920,-834938,-5796724,362785,-367579,286320,-347385,156375
245.81,499094,768,89615,-454005,-1314274,-5674585,-679285,-5543608,368815,-268326,372956,-333769,154748,245.72,493306,770,81927,-471561,-1359272,-5749001,-722311,-5634786,369951,-287560,359727,-329175,156491
245.81,458053,768,61598,-489136,-1349655,-5704306,-719595,-5571057,357631,-308731,325882,-358180,149572,245.73,487710,770,80714,-472147,-1344746,-5722278,-710911,-5600319,366562,-285959,353572,-336405,154278
245.81,280672,768,-53344,-642149,-1579950,-5953590,-949182,-5845155,323489,-491589,134805,-435040,137871,245.73,505123,770,91685,-453937,-1308624,-5676720,-682888,-5545482,368348,-267259,368331,-332831,154479
245.81,216761,768,-93875,-704217,-1695049,-6089557,-1059841,-6001833,316407,-569240,61250,-453175,137541,245.73,458816,770,64198,-490496,-1349779,-5709178,-723765,-5575652,356632,-306639,321215,-358605,149198
245.82,205719,768,-99197,-714882,-1725791,-6131406,-1085180,-6052547,317927,-578161,56204,-449826,139212,245.73,284709,770,-50701,-644930,-1576233,-5957124,-950519,-5849255,322962,-488553,131831,-436635,137599
245.82,180799,768,-116440,-738699,-1772759,-6191261,-1129441,-6123916,314404,-608369,29797,-457401,138513,245.73,219626,770,-92806,-706130,-1690343,-6090892,-1060145,-6004281,315886,-564622,60207,-455053,137424
245.82,241617,768,-75819,-687961,-1712345,-6137857,-1067857,-6070783,330084,-549823,97326,-422930,145472,245.74,210500,770,-100846,-718926,-1720682,-6134747,-1085410,-6057953,317249,-579801,56846,-451618,138783
245.82,419504,768,39763,-533754,-1482836,-5884254,-838305,-5794088,363860,-364955,289004,-346519,157044,245.74,183436,770,-118709,-743170,-1768828,-6197027,-1130440,-6132750,313502,-610718,28632,-459215,138234
245.82,487191,768,80660,-472190,-1365517,-5746237,-727269,-5633308,370933,-286450,362317,-328638,157110,245.74,245755,770,-76059,-690609,-1711378,-6142240,-1066344,-6077602,329731,-548217,96231,-422835,145439
245.83,490542,768,82469,-466788,-1347483,-5718139,-711238,-5597869,369504,-280409,364355,-331673,155813,245.74,381516,770,12045,-572802,-1534800,-5953074,-891383,-5868862,356202,-408826,242692,-362274,154329
245.83,499185,768,88757,-454926,-1318124,-5679165,-687961,-5551941,369725,-269019,373036,-331890,154933,245.74,505325,770,87591,-468332,-1361908,-5749791,-717647,-5640583,374184,-279718,369514,-319779,158793
245.83,495789,768,85772,-456365,-1309249,-5658221,-680357,-5523310,366687,-269884,366502,-339229,153203,245.75,495801,770,82432,-471704,-1341262,-5722404,-707452,-5604109,369058,-279687,361559,-331525,155500
245.83,323417,768,-28703,-605065,-1524888,-5890159,-897447,-5775751,331204,-447001,179069,-419196,140190,245.75,501491,770,88979,-461494,-1315515,-5684297,-684160,-5556578,369041,-270098,370246,-333374,154946
245.83,210557,768,-99439,-706421,-1694832,-6082846,-1061614,-5994282,314448,-570318,56703,-459551,135835,245.75,499227,770,87232,-464052,-1303998,-5662928,-676975,-5529643,366023,-272597,365552,-341480,153195
245.84,204817,768,-102633,-714368,-1725298,-6126225,-1086403,-6046509,317213,-579847,52009,-453452,138179,245.75,327747,770,-26613,-615233,-1519606,-5895919,-895806,-5783267,330802,-450324,178973,-421512,139952
245.84,185528,768,-116967,-733329,-1763714,-6178648,-1123716,-6111457,315235,-602563,32331,-457349,138491,245.75,216693,770,-98283,-714523,-1687340,-6088400,-1057840,-5998064,313774,-572630,57240,-461204,135832
245.84,200563,768,-106370,-724746,-1765854,-6190949,-1122085,-6128669,321106,-592787,49410,-442748,141765,245.76,213342,770,-102462,-722827,-1719963,-6133450,-1085566,-6051481,315925,-584734,50611,-455694,138119
245.84,379647,768,10638,-567350,-1539679,-5946731,-893956,-5862598,357437,-407411,244521,-360754,155190,245.76,194247,770,-116861,-742434,-1761332,-6186084,-1122936,-6113766,313985,-605754,34750,-459456,138230
245.84,497257,768,85179,-461011,-1361989,-5743646,-718802,-5631407,375632,-277654,374027,-317548,159616,245.76,207766,770,-106557,-727739,-1762517,-6196441,-1118705,-6129552,320271,-591073,53370,-444766,141359
279.74,312388,768,-16934,-616011,-1535419,-5847252,-928778,-5723455,332019,-455360,190554,-442769,129119,279.66,184106,770,-113237,-736184,-1699777,-6027986,-1098125,-5905425,300214,-602315,39777,-513740,116748
279.74,469088,768,85434,-476285,-1318574,-5602347,-712001,-5451018,359450,-286650,361740,-378511,137764,279.66,325656,770,-18736,-614159,-1534301,-5852871,-928042,-5718709,331551,-455262,194549,-443109,129256
279.74,483030,768,90123,-461568,-1273206,-5542051,-671497,-5375194,356297,-268287,374676,-383625,134488,279.66,482251,770,82836,-475147,-1316541,-5606722,-711615,-5446084,359073,-287623,365965,-378529,137972
279.75,492996,768,98118,-451322,-1246054,-5502714,-648156,-5329518,356075,-259386,381551,-384531,133944,279.66,498152,770,90313,-460614,-1271666,-5545969,-676242,-5371647,355986,-268767,378586,-384120,134725
279.75,510997,768,113215,-427531,-1202915,-5448014,-607392,-5264790,359241,-232404,401627,-378719,134612,279.67,506748,770,94689,-449683,-1243988,-5506810,-653545,-5324286,355761,-256887,386209,-385479,133836
279.75,387800,768,28807,-537416,-1350626,-5601075,-759358,-5428468,331176,-360084,264985,-442873,122997,279.67,518641,770,110218,-427699,-1202155,-5449723,-614804,-5258439,358832,-231479,408108,-379519,134431
279.75,239289,768,-68825,-672909,-1560518,-5837213,-967793,-5693409,304635,-521942,99539,-504690,114850,279.67,394178,770,27800,-537254,-1346501,-5599487,-762872,-5418783,331139,-359038,272812,-443333,123282
279.75,221787,768,-78477,-691057,-1609289,-5901939,-1012997,-5770216,306423,-546244,82054,-501938,117308,279.67,243484,770,-70246,-674794,-1559271,-5836810,-971867,-5682843,304120,-523038,107802,-505909,114676
279.76,208057,768,-90830,-708154,-1648429,-5953926,-1048487,-5831777,304847,-566089,66912,-503375,117649,279.67,227311,770,-80786,-692122,-1604993,-5902050,-1014948,-5761540,306119,-542731,90443,-501660,117506
279.76,180877,768,-111364,-738576,-1702905,-6021266,-1098360,-5911400,300709,-599558,37558,-512409,116624,279.68,211490,770,-92924,-707942,-1642653,-5951892,-1048664,-5822153,304696,-562909,73639,-503753,117818
279.76,321512,768,-19675,-615084,-1535007,-5846070,-927188,-5723848,331890,-455037,187871,-442384,129068,279.68,192006,770,-105916,-727049,-1678185,-5998992,-1082083,-5878498,302357,-583487,51351,-508667,117322
279.76,445818,768,60402,-505127,-1363817,-5658188,-757514,-5515464,354182,-321934,324151,-391210,136532,279.68,279107,770,-48557,-653010,-1586907,-5909923,-987232,-5785900,322874,-498143,145639,-462440,126003
279.76,488886,768,85033,-460977,-1277083,-5552407,-676338,-5390110,356326,-272151,371440,-384643,134963,279.68,446253,770,61515,-504599,-1360630,-5659930,-761892,-5508895,353827,-321889,329670,-391705,136419
279.77,489964,768,86629,-458229,-1258641,-5522096,-661023,-5348853,354042,-268631,370059,-390210,133379,279.68,489122,770,88049,-464371,-1273758,-5552782,-680983,-5384070,356208,-269583,375006,-385259,135208
279.77,511064,768,102112,-436782,-1215707,-5467971,-623915,-5286448,357329,-243674,390629,-384392,134035,279.69,488213,770,89367,-461331,-1253974,-5520291,-665803,-5344776,354301,-266891,372780,-390946,133420
279.77,443642,768,56760,-495610,-1288782,-5535980,-698510,-5356121,340334,-313148,316367,-421134,126527,279.69,509090,770,105384,-439999,-1215806,-5471214,-629846,-5282566,356648,-244415,391249,-384207,133874
279.77,275662,768,-51068,-641930,-1513578,-5783974,-923126,-5628682,309298,-489086,134317,-491612,115968,279.69,441267,770,59680,-498739,-1282839,-5536426,-701852,-5350571,340399,-309037,320603,-420014,126753
279.77,226438,768,-76499,-682821,-1599628,-5888020,-1001351,-5751453,306602,-541778,86747,-500654,117246,279.69,272722,770,-50019,-649007,-1509377,-5785136,-926140,-5625451,309465,-485664,136114,-491595,115944
279.78,216766,768,-81877,-695613,-1631780,-5931943,-1028527,-5805186,307073,-553790,79634,-499591,118184,279.69,227259,770,-75685,-692072,-1595342,-5890715,-1006947,-5750164,306828,-539074,87108,-500041,117114
279.78,189087,768,-102982,-724876,-1684948,-5998007,-1078013,-5884198,302582,-587524,50498,-509827,116917,279.7,219894,770,-81213,-700881,-1625091,-5933002,-1032653,-5801859,307561,-553875,80384,-498101,118457
279.78,275914,768,-47539,-651444,-1590712,-5907415,-980638,-5788798,323340,-500006,145375,-463256,125888,279.7,188755,770,-102311,-730082,-1679346,-5999757,-1081735,-5879915,302785,-586837,50384,-507791,117345
279.78,407080,768,38613,-534959,-1417304,-5717504,-807898,-5580356,347907,-362049,288186,-406350,134643,279.7,231494,770,-73469,-694658,-1641929,-5966466,-1040994,-5849210,314042,-546622,96664,-482783,122651
279.78,494875,768,94837,-453875,-1273601,-5549959,-670603,-5388511,359506,-265752,384121,-377494,136638,279.7,407567,770,41187,-539623,-1415778,-5720245,-813091,-5579745,347646,-366359,287720,-405700,134507
279.79,489311,768,93268,-456917,-1255862,-5522453,-659186,-5351407,355574,-266332,378830,-386659,133639,279.7,497359,770,97410,-457343,-1270882,-5552489,-673193,-5386904,359382,-265880,385083,-376602,136469
279.79,499858,768,100255,-445781,-1230497,-5484150,-635505,-5306012,356005,-253300,385169,-386171,133524,279.71,493255,770,94490,-458992,-1256012,-5524577,-661631,-5351167,355149,-266268,377571,-386621,133786
279.79,483763,768,89080,-458834,-1237270,-5481763,-646274,-5297349,350088,-266669,364622,-400627,130467,279.71,503380,770,102815,-447847,-1229104,-5485150,-637253,-5303449,355833,-254753,386110,-386258,133470
279.79,312057,768,-26071,-613862,-1463255,-5728103,-871655,-5565494,315676,-448943,176026,-480303,118047,279.71,485220,770,88925,-462196,-1239129,-5486123,-648255,-5298523,349628,-274844,363504,-401447,130212
279.79,225502,768,-81290,-691206,-1600236,-5888746,-1004738,-5749511,304436,-547499,82431,-507241,115976,279.71,312308,770,-24678,-611731,-1461326,-5728404,-870702,-5563810,315702,-454542,176523,-479854,118072
279.79,220049,768,-84130,-698487,-1630062,-5929994,-1028708,-5800482,306396,-555316,79633,-501848,117753,279.71,228467,770,-79534,-691184,-1599490,-5888765,-1004666,-5747956,304040,-549231,82083,-506938,115794
279.8,196545,768,-98316,-718395,-1669314,-5984695,-1068253,-5865906,304043,-578030,61371,-505777,117545,279.71,221978,770,-84097,-699059,-1627997,-5931328,-1030254,-5800651,305929,-560614,77904,-502384,117565
279.8,229354,768,-76820,-692229,-1649307,-5969473,-1040921,-5855770,313936,-549257,101471,-483961,122648,279.72,197863,770,-96264,-717676,-1669296,-5982780,-1067340,-5862261,303762,-581095,59970,-505205,117356
279.8,405361,768,38954,-535076,-1417390,-5719315,-810170,-5582672,348393,-361994,294012,-404863,135021,279.72,195462,770,-99211,-721099,-1687931,-6011590,-1082422,-5896378,305307,-585883,57988,-501715,118724
279.8,498683,768,97205,-449658,-1280268,-5561214,-676258,-5404715,362289,-262351,392251,-371420,138453,279.72,367368,770,14298,-571950,-1475064,-5784208,-868394,-5648535,340446,-409539,245283,-421502,131978
279.8,493751,768,93665,-451254,-1263567,-5529182,-662249,-5361806,356976,-261247,386071,-383980,134894,279.72,499959,770,100196,-451886,-1277342,-5561074,-677671,-5398982,362296,-270808,387200,-371212,138095
279.81,502445,768,98255,-441636,-1235452,-5490272,-639158,-5315484,357005,-249513,392404,-383912,134005,279.72,492145,770,95856,-456826,-1258407,-5529180,-662349,-5354760,356747,-267666,380408,-382821,134552
279.81,507155,768,104814,-433188,-1210212,-5453600,-618818,-5271704,356846,-239897,397239,-385290,133191,279.73,501039,770,99730,-447146,-1232357,-5490106,-638880,-5307526,356656,-254045,387920,-383738,133805
279.81,342880,768,-2683,-576357,-1412754,-5667432,-822159,-5502754,322699,-405001,220734,-461000,120242,279.73,510149,770,107741,-437036,-1208072,-5451343,-616992,-5261042,356740,-242647,396015,-383528,132904
279.81,218040,768,-84858,-691094,-1598836,-5876985,-1002343,-5738331,302508,-542466,83136,-507842,114577,279.73,347618,770,1840,-578235,-1406647,-5664637,-820015,-5492115,322952,-409949,219340,-459999,120066
