Time,C1,Trigs,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,TimeB,C1B,TrigsB,C3B,C4B,C5B,C6B,C7B,C8B,C9B,C10B,C11B,C12B,C13B
75.84,519057,768,13494,-595616,-2008036,-7090426,-966770,-7010390,466062,-430909,253101,10289,268353,75.76,483711,770,-14394,-622822,-2085740,-7186412,-1038093,-7118859,467210,-476523,211180,8422,271513
75.84,543530,768,23440,-577947,-1967541,-7039269,-930917,-6950460,465924,-410584,270059,10784,267268,75.76,522529,770,8414,-583612,-2007061,-7092563,-965972,-7010170,466086,-430946,257409,10931,268693
75.84,566380,768,45030,-547410,-1912522,-6972267,-878972,-6874898,470552,-376030,306317,21785,268121,75.76,536693,770,18800,-565701,-1965732,-7041881,-931431,-6951737,465733,-410328,274509,12132,267396
75.84,493483,768,-2791,-604966,-1978610,-7035238,-947209,-6938135,451616,-441016,235959,-17273,260231,75.76,553722,770,30100,-550661,-1932130,-7000396,-901629,-6903593,467119,-392330,290111,15631,267062
75.85,266544,768,-147369,-797514,-2242268,-7318133,-1210391,-7241979,406569,-660226,5079,-113745,245997,75.76,499707,770,-7329,-594891,-1974024,-7038670,-948949,-6939095,451075,-442047,238090,-16882,260434
75.85,174164,768,-199510,-879562,-2379340,-7472632,-1341119,-7414051,396876,-751808,-93772,-139544,245759,75.77,273660,770,-149038,-788492,-2237373,-7320490,-1215235,-7242759,406547,-660617,5536,-114847,245940
75.85,155993,768,-211063,-899292,-2423431,-7527409,-1379845,-7479867,397705,-773508,-116456,-138766,247268,75.77,179821,770,-200834,-868211,-2373049,-7471468,-1342461,-7410302,397104,-753355,-91264,-140031,245537
75.85,118730,768,-236568,-934578,-2488228,-7605105,-1439858,-7567599,391949,-814757,-159313,-151278,246073,75.77,160365,770,-211262,-886626,-2417787,-7527805,-1381556,-7474950,397775,-775202,-114131,-138900,246748
75.85,195973,768,-184010,-873503,-2419266,-7543157,-1367568,-7506531,413340,-746655,-82334,-106635,254592,75.77,121222,770,-236656,-922684,-2479903,-7602903,-1440604,-7561147,393020,-816237,-153684,-149904,246153
109.77,121659,768,-215761,-908536,-2333499,-7239256,-1384248,-7250623,367837,-778575,-125918,-313206,217728,109.69,174344,770,-187151,-862608,-2267253,-7158891,-1318362,-7156961,375077,-738080,-84188,-298417,219494
109.77,216696,768,-143336,-815180,-2231130,-7136367,-1275443,-7142985,395116,-677732,-16954,-254944,228510,109.69,130361,770,-215376,-902745,-2335459,-7239382,-1381820,-7248134,368525,-782729,-129675,-312608,217973
109.77,432121,768,-7990,-629211,-1968918,-6855727,-1016137,-6840912,435183,-469434,204371,-167420,241121,109.69,233721,770,-143504,-814315,-2232283,-7136361,-1274330,-7142654,395454,-680779,-20576,-256641,228874
109.77,498119,768,26842,-573960,-1863931,-6734921,-917414,-6702844,438555,-403654,269657,-156010,239433,109.69,444498,770,-8810,-630427,-1970974,-6856565,-1015987,-6837618,435439,-472121,202278,-168763,241373
109.78,509111,768,32846,-563789,-1829970,-6694129,-891268,-6651688,436893,-389712,278021,-160086,237877,109.69,507979,770,26201,-573409,-1866195,-6733422,-917626,-6695701,439122,-406803,269397,-156211,240009
109.78,526190,768,45435,-541058,-1793093,-6649316,-859108,-6599600,438814,-369097,297941,-156556,238110,109.7,524578,770,30539,-563534,-1841460,-6698895,-894629,-6653703,437735,-394373,280470,-158487,238660
109.78,505164,768,28894,-559218,-1802415,-6648710,-869114,-6593560,430583,-386876,273955,-173206,234216,109.7,543412,770,44157,-547863,-1801797,-6648129,-860571,-6596431,439112,-372703,298334,-155625,238346
109.78,293206,768,-108100,-743843,-2057030,-6917151,-1121720,-6881369,387616,-596641,51306,-266238,219461,109.7,521462,770,29120,-563307,-1809385,-6646023,-872587,-6589770,431030,-387115,275787,-171336,234438
109.78,180069,768,-179145,-844635,-2221086,-7100548,-1278830,-7085652,372311,-713142,-69062,-302972,216955,109.7,309512,770,-107673,-747891,-2059222,-6913167,-1123815,-6877356,387727,-597218,50651,-265991,219816
109.79,166020,768,-186778,-860151,-2264421,-7152355,-1315196,-7148698,373747,-733103,-87025,-300752,219034,109.7,194850,770,-177589,-851578,-2220890,-7097935,-1280509,-7081727,372210,-715107,-68086,-303319,217053
109.79,136454,768,-205516,-890442,-2317863,-7218987,-1366401,-7226524,369807,-767457,-118869,-309582,218734,109.71,177449,770,-186843,-868320,-2265356,-7153642,-1317586,-7145719,373478,-735516,-85585,-301589,218882
109.79,174739,768,-177187,-857739,-2291018,-7199398,-1333642,-7210807,383131,-729841,-76404,-282732,224754,109.71,149842,770,-204770,-896651,-2317438,-7219860,-1367028,-7221305,370282,-768125,-117138,-308475,218548
109.79,390301,768,-38618,-670044,-2034612,-6925463,-1075629,-6913466,426619,-520623,149766,-187243,239042,109.71,182318,770,-176144,-865334,-2291355,-7200914,-1336806,-7207365,383344,-732707,-74343,-280506,224459
109.79,508551,768,31472,-565997,-1864318,-6735269,-914301,-6703715,442230,-401063,275740,-150029,241707,109.71,398543,770,-36630,-675150,-2034464,-6925745,-1078774,-6910016,426983,-519676,150328,-184360,238552
109.79,511876,768,31045,-562611,-1840050,-6698276,-893438,-6658896,437869,-394036,279027,-158171,238768,109.71,518395,770,33925,-569299,-1863445,-6734833,-912257,-6696669,442608,-400170,278015,-147079,241301
109.8,529268,768,42302,-545466,-1799239,-6650028,-858197,-6600588,438912,-372327,296967,-155906,238333,109.71,520016,770,35390,-563166,-1839784,-6703115,-893304,-6656906,439919,-392848,284595,-152421,239348
109.8,541847,768,50945,-532427,-1768104,-6613459,-832293,-6556829,439274,-358084,311940,-155185,237802,109.72,532089,770,43010,-545853,-1803167,-6653623,-861331,-6599318,440357,-375062,297475,-152522,238614
109.8,344218,768,-78868,-705371,-1995616,-6851171,-1059825,-6810644,396391,-550530,105494,-249124,222524,109.72,545096,770,52349,-531665,-1768917,-6609805,-832896,-6547072,439794,-357722,311233,-154451,237429
109.8,175907,768,-177913,-846989,-2209008,-7086495,-1270464,-7069772,369940,-715657,-65395,-310707,215376,109.72,346951,770,-76908,-704290,-1995391,-6846044,-1059600,-6798875,396771,-551261,109365,-248030,222099
109.8,154328,768,-185802,-863531,-2255711,-7145250,-1311935,-7138140,372191,-736686,-84869,-306696,217929,109.72,180869,770,-178190,-848463,-2208818,-7083093,-1270863,-7061678,370067,-715323,-61935,-308335,215072
109.81,128591,768,-203989,-888749,-2308832,-7210742,-1361916,-7213133,369387,-768597,-112938,-311499,217801,109.72,161632,770,-187701,-865275,-2256586,-7143012,-1313549,-7131145,372376,-738994,-82362,-304312,217874
109.81,119411,768,-208043,-899359,-2340461,-7251967,-1386418,-7263940,371844,-782143,-122264,-306298,219957,109.73,137125,770,-206632,-891729,-2308036,-7207819,-1360595,-7204938,369881,-769274,-108500,-309430,217901
109.81,330341,768,-70458,-716509,-2102655,-6996970,-1143406,-6991928,416836,-576560,97292,-207794,235733,109.73,129461,770,-210141,-901141,-2336932,-7250218,-1386506,-7258863,372524,-778602,-117574,-304787,220172
109.81,502876,768,36199,-566690,-1873937,-6748499,-922474,-6719431,444764,-404724,273148,-144750,242981,109.73,339660,770,-74314,-718549,-2097739,-6997208,-1144460,-6987366,417187,-574225,99377,-208550,235818
109.81,509686,768,37397,-558739,-1840600,-6704344,-893704,-6665821,439323,-395275,280775,-155747,239048,109.73,518740,770,33271,-568065,-1873588,-6745316,-920927,-6712217,446020,-401262,280566,-144405,243486
109.82,523161,768,46084,-542961,-1803707,-6655616,-860355,-6605896,439934,-376289,297002,-154895,238433,109.73,515526,770,32747,-561575,-1843183,-6703402,-893720,-6656698,440190,-391924,286829,-155279,239716
109.82,538879,768,54080,-528936,-1769247,-6610256,-832735,-6554683,439539,-360529,310632,-156073,237247,109.74,524514,770,37158,-551231,-1817698,-6669777,-871258,-6617314,440173,-379461,295618,-155425,238945
109.82,401876,768,-41623,-655963,-1930925,-6777832,-995260,-6731980,407010,-499769,160866,-225387,225267,109.74,555747,770,55589,-521827,-1766072,-6605857,-823366,-6544966,443959,-346590,326166,-146970,239401
109.82,209526,768,-164179,-826395,-2177027,-7042535,-1237178,-7023088,372407,-691335,-43029,-301582,215100,109.74,403848,770,-45480,-652600,-1928511,-6776452,-991434,-6722761,407774,-494391,169228,-222758,225859
109.82,181600,768,-179756,-854004,-2240247,-7120779,-1294449,-7113893,373494,-726011,-75368,-300869,217820,109.74,213051,770,-166773,-822642,-2172880,-7041162,-1233177,-7015261,373224,-685898,-33901,-300291,216099
109.83,153441,768,-198857,-879759,-2293636,-7186140,-1342233,-7186022,371148,-755628,-101004,-306902,217931,109.74,179753,770,-182740,-853054,-2239991,-7120071,-1292774,-7106291,374218,-721370,-69245,-300929,218745
109.83,111700,768,-220418,-913995,-2358288,-7263775,-1402343,-7275379,366427,-794275,-141951,-318086,217507,109.75,152955,770,-200125,-877225,-2289324,-7183417,-1338560,-7178513,371979,-748932,-98633,-305260,218824
109.83,284201,768,-105960,-763535,-2167493,-7067145,-1207963,-7067710,406388,-627160,36287,-232375,232380,109.75,115062,770,-227108,-914296,-2358119,-7262794,-1401238,-7271709,366485,-791391,-142235,-317871,217628
109.83,484376,768,20372,-590953,-1917927,-6792965,-960587,-6768132,441858,-430891,242014,-152849,242816,109.75,288093,770,-113457,-767189,-2168921,-7067416,-1208061,-7066250,406226,-625024,34800,-231862,232143
109.83,508525,768,31310,-566462,-1856284,-6719770,-908165,-6684255,439109,-402081,271727,-156278,239493,109.75,482000,770,13294,-592579,-1915608,-6791684,-958465,-6765664,442337,-425704,245950,-150636,243062
109.84,524528,768,42035,-552506,-1820107,-6669968,-874553,-6625859,439593,-382754,289317,-155347,238799,109.75,507204,770,24622,-569868,-1856583,-6718736,-907088,-6679828,439048,-395448,275803,-154961,239267
109.84,553040,768,60999,-522234,-1765744,-6605316,-825452,-6550282,443554,-349903,321484,-146394,239476,109.76,523697,770,35825,-551639,-1812330,-6669705,-873634,-6621254,439431,-377996,292319,-154264,238661
109.84,456931,768,-3271,-605580,-1865886,-6707093,-928360,-6656336,419176,-443007,218815,-198613,230025,109.76,540402,770,47656,-538268,-1779068,-6627913,-842623,-6573593,441164,-358783,309865,-151154,238736
109.84,247989,768,-136161,-784603,-2121977,-6982713,-1182295,-6951923,379258,-649370,1995,-287847,217278,109.76,455841,770,-7566,-608373,-1856898,-6704575,-927610,-6649475,419436,-435049,226630,-198240,229992
109.84,184207,768,-172526,-842767,-2226535,-7104710,-1282433,-7090820,374828,-715077,-67103,-301079,218467,109.76,249146,770,-140440,-790399,-2112624,-6981526,-1182024,-6950667,379024,-641067,7580,-287637,217111
109.85,166935,768,-182710,-861587,-2268182,-7159179,-1320650,-7155317,374453,-737574,-87332,-301541,219552,109.76,183531,770,-176695,-848939,-2222462,-7104130,-1281552,-7091623,374607,-709976,-61141,-300198,218122
109.85,122743,768,-211638,-903488,-2336994,-7241095,-1386130,-7246510,367418,-781880,-129648,-314764,217772,109.77,164051,770,-187398,-867389,-2264548,-7157019,-1317686,-7155867,374781,-731540,-78806,-299299,219346
143.78,517151,768,53648,-528952,-1661928,-6363776,-815799,-6307192,414572,-344641,310924,-308517,210683,143.7,511994,770,43858,-536995,-1693868,-6404867,-846708,-6353135,415052,-363827,295614,-308185,211346
143.78,526927,768,60604,-519434,-1631078,-6323024,-790003,-6256226,413982,-334138,322850,-308448,209692,143.7,525306,770,54671,-523226,-1662149,-6358151,-814847,-6300290,415504,-346371,310770,-307425,210505
143.78,341091,768,-62641,-680667,-1845865,-6550630,-1008202,-6499554,374295,-517648,128438,-395651,195243,143.7,538092,770,62170,-512783,-1627616,-6314825,-786258,-6247210,415424,-330360,324523,-308329,209837
143.79,189179,768,-160561,-816080,-2052378,-6783060,-1215781,-6755911,348601,-676296,-33400,-454659,188280,143.7,353434,770,-58734,-673384,-1841281,-6543155,-1006185,-6490174,374729,-512628,130664,-397117,194812
143.79,174889,768,-166224,-830542,-2095828,-6838916,-1253135,-6821303,351425,-694603,-48020,-450743,190962,143.71,198393,770,-158946,-809298,-2051789,-6779358,-1214124,-6750335,348311,-672996,-36211,-457242,187981
143.79,150073,768,-183124,-854608,-2143367,-6900869,-1297882,-6892341,348811,-721812,-71205,-456182,191061,143.71,183159,770,-165840,-824610,-2092341,-6835991,-1250497,-6816270,351233,-692763,-51188,-452391,190698
143.79,136132,768,-189497,-860987,-2176966,-6944621,-1321633,-6945288,350457,-732994,-82809,-454291,192513,143.71,157426,770,-183741,-848731,-2141460,-6899152,-1297304,-6892710,348605,-722886,-79886,-457660,190606
143.79,339469,768,-59159,-688250,-1948850,-6700489,-1088470,-6680622,392860,-539291,126347,-361596,208044,143.71,148008,770,-187877,-858069,-2175044,-6942131,-1322287,-6944086,350306,-735771,-90920,-453567,192404
143.79,500143,768,45086,-543981,-1730466,-6455336,-870472,-6410774,420579,-372085,299000,-298249,215445,143.71,293038,770,-92493,-732585,-2012719,-6768276,-1155633,-6759600,382143,-596441,61578,-382929,204219
143.8,493920,768,37919,-548292,-1715042,-6432014,-859190,-6379591,413956,-374008,293276,-311709,211556,143.71,483042,770,27870,-566282,-1767438,-6497940,-911380,-6466462,416482,-403520,262893,-305057,214812
143.8,510028,768,46801,-532206,-1678906,-6383706,-827011,-6320231,414087,-354251,306683,-310414,210871,143.72,509098,770,38247,-542837,-1708297,-6425214,-859535,-6378821,413665,-373799,289886,-309623,211415
143.8,534733,768,65863,-506472,-1628073,-6324063,-783155,-6250764,417700,-325647,332709,-303440,211288,143.72,516347,770,47342,-527481,-1671441,-6379636,-827953,-6321912,414074,-355838,305313,-310003,210685
143.8,390233,768,-28317,-630323,-1783770,-6485687,-943674,-6421219,384040,-464114,181494,-376574,198289,143.72,541667,770,64673,-505495,-1621899,-6319153,-784982,-6253196,417573,-325691,331250,-304704,211156
143.8,206940,768,-145316,-788551,-2017627,-6742355,-1178443,-6703019,351566,-650000,-11120,-451108,188434,143.72,404103,770,-28885,-625962,-1775380,-6475299,-940036,-6419932,384653,-463252,185126,-375286,198441
143.81,182561,768,-160908,-815847,-2081444,-6819891,-1235721,-6795459,352700,-681978,-43975,-451031,191115,143.72,221635,770,-146259,-785065,-2015267,-6734451,-1176030,-6706309,351488,-650891,-9810,-448859,188576
143.81,158416,768,-176967,-838070,-2127885,-6879011,-1279646,-6865543,351040,-706761,-65238,-454964,191461,143.73,193367,770,-162777,-810186,-2079490,-6812134,-1234532,-6798490,352507,-685965,-42709,-448063,190911
143.81,123109,768,-200421,-868479,-2189579,-6955524,-1336857,-6953474,346282,-747064,-101451,-463738,190297,143.73,170269,770,-177074,-831481,-2124790,-6869713,-1276985,-6864711,350738,-714417,-65372,-452206,191441
143.81,284448,768,-93919,-729729,-2013538,-6769549,-1155576,-6758657,383194,-590618,67436,-383403,204556,143.73,132736,770,-202518,-867480,-2190747,-6947515,-1336339,-6953798,346030,-754246,-103597,-463022,190461
143.81,473945,768,26821,-565969,-1769367,-6500280,-910936,-6463014,417169,-397716,267540,-306914,214948,143.73,295504,770,-95622,-733331,-2017437,-6766450,-1156784,-6761640,382542,-599749,63396,-384369,204345
143.82,488675,768,34943,-547409,-1721605,-6440949,-868298,-6390970,414491,-375948,288469,-311178,211463,143.73,444870,770,-386,-603134,-1827841,-6559796,-969715,-6535367,409752,-448499,222737,-323680,212899
143.82,494956,768,38524,-539676,-1693231,-6401244,-844838,-6345380,412187,-365256,292991,-316414,209983,143.74,507499,770,34607,-546716,-1719385,-6432986,-867834,-6390244,414409,-378326,291501,-310715,211884
143.82,521221,768,57331,-518182,-1646118,-6344749,-802608,-6278983,415178,-338354,318401,-311060,210557,143.74,509905,770,37299,-541855,-1691101,-6398361,-846795,-6347554,411863,-371877,293799,-316387,209867
143.82,443162,768,7463,-581798,-1716056,-6415259,-880080,-6348030,395653,-411083,238288,-353704,202438,143.74,530949,770,55020,-518300,-1642315,-6339980,-802941,-6277279,415164,-346582,321333,-307331,210543
143.82,249562,768,-118080,-753916,-1962536,-6682256,-1125800,-6638421,357792,-609222,29455,-436370,190199,143.74,466263,770,5812,-580333,-1710498,-6407620,-876977,-6344860,396158,-415789,244664,-348163,202574
143.83,187020,768,-153497,-808895,-2063358,-6803928,-1220475,-6774965,353514,-676427,-36433,-449126,191305,143.74,261552,770,-122198,-753100,-1961270,-6675543,-1123941,-6637630,358027,-613080,34831,-433319,190048
143.83,172794,768,-163484,-824264,-2106703,-6854407,-1256812,-6836166,353497,-695753,-50387,-449374,192231,143.75,194020,770,-159674,-811025,-2066013,-6798515,-1223181,-6775725,352926,-678846,-32031,-447229,190750
143.83,129964,768,-189286,-861062,-2173127,-6931552,-1318374,-6925700,347652,-736783,-91971,-461165,190945,143.75,179278,770,-168198,-826911,-2105063,-6849734,-1257489,-6838231,353170,-699084,-47103,-447727,192104
143.83,229759,768,-124361,-777472,-2075312,-6835364,-1214148,-6825071,372429,-643076,11076,-408346,200903,143.75,140812,770,-193865,-861461,-2169460,-6925384,-1316908,-6925213,347767,-740501,-85361,-459174,190859
143.83,432955,768,3721,-599621,-1822383,-6563577,-964573,-6527080,410141,-440717,222450,-323886,212977,143.75,236381,770,-132382,-781992,-2078336,-6834146,-1218985,-6829316,371541,-648402,13032,-407246,200691
143.84,492327,768,39184,-546049,-1715201,-6440518,-867085,-6386272,414158,-373550,287318,-312454,211715,143.75,393405,770,-32135,-647258,-1886876,-6628837,-1027860,-6606459,401543,-493427,173662,-340699,210088
143.84,499138,768,43646,-539069,-1688987,-6407107,-847309,-6345181,412806,-364802,295627,-314997,210325,143.76,514824,770,38279,-545084,-1717110,-6437212,-864400,-6393489,417396,-373333,298158,-302369,213320
143.84,517967,768,53042,-522858,-1652633,-6358469,-813163,-6288595,413878,-348017,313009,-312068,210096,143.76,513140,770,35635,-544409,-1694261,-6403996,-846809,-6350167,412836,-371129,297113,-312252,210305
143.84,498875,768,39901,-536369,-1659333,-6355959,-822783,-6280514,406777,-363117,291485,-327396,206575,143.76,527517,770,47772,-526971,-1655972,-6356661,-815030,-6296330,413813,-352104,312911,-310595,210049
143.84,293019,768,-91315,-710562,-1904738,-6618327,-1069093,-6563458,365233,-566418,76614,-418058,192431,143.76,507260,770,35872,-540606,-1659427,-6353575,-822825,-6288132,406558,-366885,293334,-327028,206752
143.85,182953,768,-158365,-806649,-2065934,-6798907,-1221912,-6765681,350682,-680661,-40063,-453793,189783,143.76,303915,770,-94846,-714837,-1901272,-6614747,-1067952,-6569616,365868,-567549,81880,-418259,192570
143.85,170228,768,-165078,-820413,-2107794,-6848879,-1255798,-6825159,352422,-697923,-52721,-450976,191645,143.77,195229,770,-161694,-813061,-2062807,-6797991,-1224314,-6774244,350508,-684426,-36971,-454299,189621
143.85,140190,768,-182956,-846355,-2158920,-6912651,-1302503,-6900116,349161,-732226,-80377,-457029,191329,143.77,181975,770,-167600,-827201,-2101101,-6848246,-1256803,-6835859,352409,-700233,-49806,-449764,191581
143.85,176085,768,-158418,-817724,-2137114,-6897977,-1275505,-6890849,360913,-699238,-42467,-431468,196820,143.77,153335,770,-186332,-855731,-2153300,-6911640,-1304154,-6909676,348443,-731180,-79816,-457089,191329
143.85,385273,768,-25773,-642705,-1883942,-6629395,-1023357,-6598840,402103,-491838,175786,-339258,210722,143.77,189093,770,-161828,-828441,-2132034,-6895230,-1276513,-6898424,360638,-695829,-43943,-431590,196820
143.86,495720,768,43100,-541381,-1715623,-6441352,-861717,-6387262,417509,-374954,296811,-302117,213761,143.77,386262,770,-27832,-650610,-1888251,-6629292,-1026731,-6610964,401633,-491570,170893,-340946,210714
143.86,494056,768,40169,-540943,-1692820,-6408373,-844864,-6346574,412814,-371949,294121,-312579,210492,143.78,503790,770,45216,-548360,-1728143,-6451742,-871319,-6413282,420368,-372664,293324,-298462,215236
143.86,513075,768,52198,-523580,-1657315,-6364000,-813575,-6295759,415267,-351001,315418,-308041,211014,143.78,504601,770,44200,-543754,-1697361,-6409986,-846415,-6360534,414725,-364082,297079,-308550,211458
177.77,204691,768,-136717,-754654,-1889132,-6473218,-1126303,-6420127,334362,-615471,14861,-573447,165984,177.68,523334,770,72261,-484461,-1497995,-6058831,-735447,-5976775,397657,-296052,350441,-431258,188452
177.77,180335,768,-150365,-779384,-1950350,-6549132,-1180711,-6509779,335513,-647515,-13771,-572713,168724,177.69,382251,770,-20516,-606729,-1658429,-6221333,-896093,-6145787,365344,-434972,202094,-501136,175714
177.77,160479,768,-165128,-800849,-1996852,-6605915,-1221987,-6576746,334020,-671054,-34193,-575781,169295,177.69,202823,770,-133742,-760033,-1890068,-6475698,-1126099,-6425894,334224,-615121,14448,-571714,166313
177.77,131302,768,-186572,-830917,-2060525,-6680555,-1277949,-6664301,329252,-709204,-70061,-584987,168515,177.69,179715,770,-146483,-782927,-1947269,-6549046,-1178664,-6512616,335713,-643950,-12456,-569234,169097
177.78,290336,768,-81751,-694712,-1882305,-6496280,-1097743,-6470092,365305,-554434,97527,-504828,182410,177.69,159653,770,-161508,-803533,-1992264,-6608179,-1220622,-6581453,333613,-669260,-34977,-573043,169362
177.78,464641,768,34362,-534767,-1640127,-6229892,-857614,-6179436,397825,-368643,291253,-432081,192362,177.69,126397,770,-184989,-838215,-2053940,-6682587,-1277552,-6665692,329010,-708860,-69789,-584050,168550
177.78,481847,768,42301,-517732,-1585846,-6162098,-813226,-6097950,394182,-344317,311013,-437665,188671,177.7,281790,770,-83670,-701647,-1874711,-6497696,-1096423,-6469477,364843,-552644,98041,-506249,182322
177.78,495416,768,49367,-502314,-1547389,-6117497,-783391,-6041179,394613,-327372,321915,-437851,187967,177.7,465083,770,34275,-540337,-1636871,-6232660,-857439,-6178301,397624,-364961,293379,-432840,192275
177.78,523209,768,68985,-478209,-1499057,-6058033,-738705,-5969388,397932,-297223,345908,-430915,188348,177.7,483142,770,43100,-525007,-1585260,-6165619,-812473,-6102895,394295,-342981,311310,-437996,188628
177.79,438381,768,12493,-551566,-1589451,-6148801,-831710,-6059463,377228,-378831,257399,-476170,179884,177.7,486282,770,44258,-520449,-1566798,-6139000,-799990,-6069269,392583,-337140,314864,-440659,187278
177.79,247572,768,-108550,-717691,-1836109,-6413293,-1072915,-6347849,341104,-573598,54554,-556760,168279,177.7,516976,770,60644,-498005,-1518700,-6084142,-760670,-6003562,395539,-310561,339901,-433913,187595
177.79,194662,768,-141173,-771275,-1936577,-6530558,-1165766,-6484615,337042,-635892,-5205,-567790,169445,177.71,441360,770,9964,-560468,-1590539,-6154252,-836808,-6074931,376223,-383016,260536,-475684,179417
177.79,175983,768,-151189,-786395,-1976231,-6583320,-1201927,-6547078,336680,-654460,-21114,-569223,170421,177.71,249853,770,-112074,-726561,-1836464,-6417390,-1079521,-6364320,340286,-575548,58567,-558115,167918
177.79,142442,768,-177110,-824552,-2036575,-6660263,-1259609,-6637364,330551,-695226,-59749,-580843,168896,177.71,191167,770,-145065,-778200,-1938316,-6535128,-1172712,-6500242,336401,-635634,-795,-569644,168770
177.79,238855,768,-113483,-742014,-1938259,-6564511,-1157933,-6540673,354498,-601651,40168,-530082,178819,177.71,176486,770,-154988,-792723,-1979436,-6586099,-1205356,-6561461,336236,-655732,-17389,-569861,169849
177.8,428892,768,10199,-573979,-1693399,-6296827,-913955,-6249010,390546,-405255,246936,-448095,190458,177.71,140567,770,-180284,-825192,-2037715,-6658478,-1261674,-6644442,330719,-694013,-54403,-581561,168660
177.8,486749,768,43413,-523627,-1593308,-6177652,-819217,-6110846,393914,-343459,309296,-437317,188772,177.71,233930,770,-115620,-742896,-1941872,-6562810,-1160031,-6544833,354356,-600291,47005,-528858,178441
177.8,489533,768,46836,-516768,-1569872,-6140712,-797812,-6065524,391958,-334059,315470,-441353,187033,177.72,422334,770,7323,-573303,-1690950,-6292930,-914336,-6249059,390530,-404165,252460,-445747,190130
177.8,510961,768,63674,-494288,-1522819,-6084187,-755614,-6000411,395243,-306712,341476,-433313,187527,177.72,473307,770,38894,-524789,-1594177,-6177491,-820788,-6110310,393955,-343324,309882,-436502,188694
177.8,482063,768,45212,-514389,-1537798,-6096190,-776823,-6006958,387038,-329485,314819,-450816,183785,177.72,480997,770,43374,-516439,-1567558,-6139836,-799886,-6065531,392082,-332932,314135,-441734,186992
177.81,284080,768,-82088,-686798,-1776907,-6354756,-1018171,-6284951,347167,-525016,106441,-540389,169547,177.72,494688,770,54496,-501518,-1538831,-6099274,-770951,-6019035,393240,-315839,327553,-439411,187226
177.81,186671,768,-147009,-780544,-1934936,-6533682,-1170294,-6484319,333129,-637246,-7841,-574701,166912,177.72,476004,770,40172,-513503,-1542050,-6093696,-778751,-6010824,387091,-330517,309707,-453936,183734
177.81,173951,768,-154160,-793637,-1971630,-6582229,-1204171,-6544016,334877,-656507,-20156,-572133,168974,177.73,279368,770,-87749,-686130,-1784293,-6353734,-1021270,-6293423,347313,-533164,100027,-542336,170040
177.81,145270,768,-170635,-817915,-2022577,-6641061,-1247807,-6617496,331957,-686334,-48148,-578007,168761,177.73,180032,770,-152104,-777412,-1935987,-6530044,-1172746,-6493570,333495,-642197,-11695,-575692,167177
177.81,181614,768,-148587,-791431,-2004247,-6626698,-1222270,-6608862,343020,-655490,-14391,-553115,174009,177.73,171148,770,-158500,-791054,-1973838,-6578523,-1203726,-6553670,334893,-659346,-24850,-571537,169196
177.82,383480,768,-18664,-615131,-1751714,-6359185,-973439,-6320367,382581,-452871,196029,-463488,187686,177.73,148060,770,-174883,-815376,-2020626,-6639095,-1246803,-6622303,332439,-686969,-48176,-576694,169013
177.82,494537,768,49276,-518016,-1585902,-6173576,-816958,-6110106,397427,-336848,316422,-428389,190622,177.73,182726,770,-150129,-785653,-2000012,-6625355,-1219818,-6612325,343575,-654893,-10786,-553517,174381
177.82,492148,768,46369,-521242,-1566828,-6143636,-801600,-6073364,392641,-337169,312424,-438087,187345,177.74,381412,770,-23133,-611065,-1755776,-6361213,-972901,-6322569,383297,-455560,199960,-465795,188180
177.82,506679,768,56342,-505059,-1533448,-6097223,-770323,-6019528,393349,-321504,328187,-437573,186926,177.74,490495,770,41981,-514319,-1588076,-6171348,-813357,-6108557,397923,-338152,320223,-430828,190633
177.82,488943,768,44528,-516734,-1537736,-6091759,-776899,-6007808,386782,-333568,309977,-453279,183886,177.74,486103,770,41192,-514627,-1566690,-6140722,-798761,-6068486,393160,-335119,317183,-440999,187451
177.83,338088,768,-55743,-648180,-1721066,-6286086,-960458,-6217222,355691,-484519,149385,-524142,172604,177.74,502479,770,52852,-501897,-1532712,-6100500,-770165,-6020763,395379,-317000,333999,-436551,187626
177.83,188483,768,-150571,-779969,-1927620,-6514756,-1160467,-6470274,331217,-641531,-6854,-580444,165886,177.74,516770,770,60645,-489321,-1504449,-6058854,-744721,-5971229,395042,-305216,344342,-436550,186883
177.83,179892,768,-156658,-791895,-1966749,-6568999,-1197311,-6534079,333762,-658483,-21943,-574257,168541,177.75,335653,770,-58366,-647384,-1718961,-6285040,-962460,-6217966,356075,-487524,150800,-522552,172680
177.83,159036,768,-171315,-814235,-2012699,-6628248,-1239348,-6602891,331598,-684060,-46551,-579091,168701,177.75,186210,770,-152212,-779212,-1926825,-6513274,-1163352,-6473008,331655,-643349,-11336,-578338,165824
177.83,147960,768,-176940,-825599,-2042736,-6672762,-1267027,-6657882,333040,-697035,-57924,-575874,170202,177.75,173446,770,-158345,-792106,-1969206,-6568010,-1198388,-6540682,334031,-660274,-24305,-574824,168545
177.84,344753,768,-49974,-657279,-1814870,-6431451,-1036414,-6398272,373496,-504742,147774,-484763,184831,177.75,151404,770,-172664,-814496,-2012811,-6625227,-1239021,-6607330,332447,-682496,-44804,-579348,168660
